subj_idx,area_size,rt,stim,response,rating,mean_rating,rating_diff
0,5,0.5545153617858887,0,0,29.7,30.72142857142857,-1.0214285714285722
0,1,2.095395088195801,0,0,1.1,10.571428571428571,-9.471428571428572
0,3,1.3623559474945068,0,0,16.1,22.028571428571432,-5.928571428571431
0,2,0.6502606868743896,0,0,19.1,18.6,0.5
0,2,0.6353209018707275,0,0,16.0,18.6,-2.6000000000000014
0,1,1.3942711353302002,0,0,17.4,10.571428571428571,6.828571428571427
0,5,0.5226020812988281,0,0,56.0,30.72142857142857,25.27857142857143
0,3,0.4886925220489502,0,0,45.0,22.028571428571432,22.971428571428568
0,2,1.6815016269683838,0,0,36.2,18.6,17.6
0,4,0.4368319511413574,0,0,36.2,25.353333333333335,10.846666666666668
0,2,1.0781161785125732,0,0,38.0,18.6,19.4
0,4,0.8098335266113281,0,0,16.0,25.353333333333335,-9.353333333333335
0,3,1.0940735340118408,0,0,22.1,22.028571428571432,0.0714285714285694
0,3,0.421870470046997,0,0,42.2,22.028571428571432,20.17142857142857
0,1,0.7519874572753906,0,0,40.400000000000006,10.571428571428571,29.828571428571436
0,4,0.5525221824645996,0,0,27.0,25.353333333333335,1.6466666666666647
0,3,0.9753909111022948,0,0,20.0,22.028571428571432,-2.028571428571432
0,5,0.7140891551971436,0,0,19.0,30.72142857142857,-11.721428571428572
0,2,0.4946768283843994,0,0,41.60000000000001,18.6,23.000000000000007
0,1,1.5807709693908691,0,0,1.1,10.571428571428571,-9.471428571428572
0,5,0.4478023052215576,0,0,55.0,30.72142857142857,24.27857142857143
0,4,0.43184494972229,0,0,16.0,25.353333333333335,-9.353333333333335
0,4,0.7300469875335693,0,0,19.1,25.353333333333335,-6.253333333333334
0,5,0.8317749500274658,0,0,36.3,30.72142857142857,5.578571428571426
0,1,1.8011820316314695,0,0,5.0,10.571428571428571,-5.571428571428571
0,3,0.4976682662963867,0,0,25.0,22.028571428571432,2.971428571428568
0,4,0.5724680423736572,0,0,19.7,25.353333333333335,-5.653333333333336
0,3,0.540553092956543,0,0,18.9,22.028571428571432,-3.1285714285714334
0,5,1.4421424865722656,0,0,15.1,30.72142857142857,-15.621428571428572
0,5,0.5405542850494385,0,0,23.39999999999999,30.72142857142857,-7.32142857142858
0,5,0.5525226593017578,0,0,17.1,30.72142857142857,-13.62142857142857
0,2,0.4248635768890381,0,0,14.0,18.6,-4.600000000000001
0,2,0.6033856868743896,0,0,17.300000000000004,18.6,-1.2999999999999972
0,3,0.9943408966064452,0,0,20.2,22.028571428571432,-1.8285714285714327
0,1,1.0541796684265137,0,0,3.3000000000000003,10.571428571428571,-7.2714285714285705
0,4,0.5176148414611816,0,0,45.0,25.353333333333335,19.646666666666665
0,4,1.1419460773468018,0,0,36.9,25.353333333333335,11.546666666666663
0,4,0.4757273197174072,0,0,13.1,25.353333333333335,-12.253333333333336
0,1,0.8158178329467773,0,0,2.2,10.571428571428571,-8.37142857142857
0,3,2.058500051498413,0,0,2.2,22.028571428571432,-19.828571428571433
0,2,0.4857010841369629,0,0,23.200000000000003,18.6,4.600000000000001
0,4,0.5275890827178955,0,0,31.300000000000004,25.353333333333335,5.946666666666669
0,5,0.564490556716919,0,0,21.200000000000003,30.72142857142857,-9.521428571428569
0,2,2.28887677192688,0,0,1.1,18.6,-17.5
0,2,0.5974020957946777,0,0,16.9,18.6,-1.7000000000000028
0,1,1.5737900733947754,0,0,5.5,10.571428571428571,-5.071428571428571
0,1,2.1113524436950684,0,0,1.1,10.571428571428571,-9.471428571428572
0,5,0.724062442779541,0,0,30.1,30.72142857142857,-0.6214285714285701
0,1,0.9803776741027832,0,0,17.0,10.571428571428571,6.428571428571429
0,2,0.4547839164733886,0,0,26.0,18.6,7.399999999999999
0,3,0.8517212867736816,0,0,19.40000000000001,22.028571428571432,-2.628571428571423
0,3,0.6013922691345215,0,0,16.1,22.028571428571432,-5.928571428571431
0,2,1.5309057235717771,0,0,2.1,18.6,-16.5
0,4,0.9195401668548584,0,0,20.0,25.353333333333335,-5.353333333333335
0,4,0.7839035987854004,0,0,26.7,25.353333333333335,1.346666666666664
0,2,1.2376887798309326,0,0,3.3000000000000003,18.6,-15.3
0,3,0.4876956939697265,0,0,15.2,22.028571428571432,-6.828571428571433
0,3,0.8347671031951904,0,0,33.0,22.028571428571432,10.971428571428568
0,4,0.7868955135345459,0,0,20.1,25.353333333333335,-5.253333333333334
0,3,0.4966709613800049,0,0,13.0,22.028571428571432,-9.028571428571432
0,4,1.5139503479003906,0,0,18.1,25.353333333333335,-7.253333333333334
0,5,0.418879747390747,0,0,41.0,30.72142857142857,10.278571428571428
0,5,0.99833083152771,0,0,33.0,30.72142857142857,2.2785714285714285
0,1,0.8427462577819824,0,0,17.9,10.571428571428571,7.328571428571427
0,1,0.549530029296875,0,0,13.0,10.571428571428571,2.428571428571429
0,1,1.0701375007629397,0,0,22.0,10.571428571428571,11.428571428571429
0,4,0.6353013515472412,0,0,35.1,25.353333333333335,9.746666666666666
0,2,0.42486572265625,0,0,10.0,18.6,-8.600000000000001
0,1,1.800185203552246,0,1,1.0,10.571428571428571,-9.571428571428571
0,5,0.7639565467834473,0,0,35.9,30.72142857142857,5.178571428571427
0,2,0.7370283603668213,0,0,14.2,18.6,-4.400000000000002
0,5,0.4488046169281006,0,0,17.300000000000004,30.72142857142857,-13.421428571428567
0,3,0.4627625942230224,1,1,69.0,43.94666666666667,25.053333333333327
0,3,0.4428136348724365,1,1,65.0,43.94666666666667,21.053333333333327
