subj_idx,distance_size,rt,stim,response,rating,mean_rating,rating_diff
0,2,1.8644145673588357,0,0,12.1,14.842857142857142,-2.742857142857142
0,2,1.929933430357778,0,0,15.2,14.842857142857142,0.35714285714285765
0,2,0.9083152205257649,0,0,14.2,14.842857142857142,-0.6428571428571423
0,1,1.1660979589451017,0,0,31.0,21.528571428571432,9.471428571428568
0,1,1.453331254027944,0,0,20.40000000000001,21.528571428571432,-1.1285714285714228
0,1,1.3953653436874447,0,0,33.1,21.528571428571432,11.57142857142857
0,0,1.804954315608484,0,0,47.0,16.064285714285713,30.935714285714287
0,0,1.1880469036987051,0,0,32.9,16.064285714285713,16.835714285714285
0,3,1.2351155643682432,0,0,20.200000000000003,15.133333333333333,5.06666666666667
0,3,1.3410658633547428,0,0,6.000000000000004,15.133333333333333,-9.13333333333333
0,2,1.5643121008597518,0,0,15.8,14.842857142857142,0.9571428571428591
0,3,1.1009679196140496,0,0,18.0,15.133333333333333,2.866666666666667
0,0,0.7463730924482661,0,0,3.2,16.064285714285713,-12.864285714285714
0,3,0.8715132832730887,0,0,3.3000000000000003,15.133333333333333,-11.833333333333332
0,1,0.9550167624420284,0,0,25.40000000000001,21.528571428571432,3.871428571428577
0,3,0.9560515826124174,0,0,5.500000000000002,15.133333333333333,-9.633333333333331
0,0,1.4535347210330656,0,0,31.0,16.064285714285713,14.935714285714287
0,1,1.382659696857445,0,0,28.1,21.528571428571432,6.571428571428569
0,2,1.0548150894555874,0,0,17.599999999999994,14.842857142857142,2.7571428571428527
0,0,0.9399594179412816,0,0,4.4,16.064285714285713,-11.664285714285713
0,2,1.0865971456132684,0,0,16.1,14.842857142857142,1.2571428571428598
0,3,1.820687067864128,0,0,28.0,15.133333333333333,12.866666666666667
0,1,1.760502551696845,0,0,23.1,21.528571428571432,1.5714285714285694
0,0,1.6576624352765066,0,0,1.900000000000003,16.064285714285713,-14.164285714285711
0,0,1.3494045994411863,0,0,4.4,16.064285714285713,-11.664285714285713
0,2,1.6975248781036498,0,0,20.4,14.842857142857142,5.557142857142857
0,1,1.523084916116204,0,0,15.599999999999996,21.528571428571432,-5.928571428571436
0,0,0.8483918678648479,0,0,16.1,16.064285714285713,0.03571428571428825
